image_id,complexity,# of SAM segmentations,# of FC-CLIP classes,symmetry,clutter,IC9600,MSG,edge density,MUC0,MUC1,MUC2,MUC3,MUC4,MUC5,MUC6,MUC7,MUC8,gemini surprise score,AMNet memorability,M1,M2,M3,M4,M5,M6,M7,M9,M10,M11
36.jpg,0.83,100,7,0.8377579647032661,29,0.3795113563537597,0.287408,0.0265940594059405,1.0,8.0,35.0,167.1,772.7,3459.8,12245.5,28352.2,36971.3,65,0.8222165,0.2001042,0.9756945,0.1257366,0.9342866,0.4036145,0.03618812,0.1647442,0.571393,992,0.0511329
37.jpg,0.26,21,3,0.8860863024891272,6,0.2847505807876587,0.18352352,0.0078805194805194,1.0,6.9,30.6,108.1,389.0,1474.5,5420.1,17103.8,27224.8,35,0.6820889,0.1093958,0.9711881,0.1804013,0.9487413,0.3714859,0.008114286,0.1448139,0.8052498,490,0.672371
38.jpg,0.73,95,6,0.8685879686136139,26,0.4101775288581848,0.25202283,0.0461174089068825,1.0,8.0,32.5,129.1,585.5,2717.5,10126.5,23928.8,32457.3,35,0.72201985,0.2849383,0.9272494,0.3054966,0.9172443,0.4593496,0.04210122,0.1846802,0.5725436,812,0.35358
39.jpg,0.86,82,10,0.7980387262202857,48,0.4945322275161743,0.4467966,0.0948975903614457,1.0,8.0,38.6,165.8,792.8,3674.1,13761.4,33451.5,43420.3,65,0.8286575,0.3770574,0.9571667,0.1045509,0.8768513,0.4257028,0.05708434,0.2130341,0.4140061,992,-1.2707
40.jpg,0.83,82,5,0.8320073586439541,40,0.3564140498638153,0.31381083,0.0372541254125412,1.0,8.0,31.0,111.8,485.1,2128.8,7660.5,18790.8,25719.4,75,0.8106606,0.2034967,0.9689787,0.1519263,0.9355066,0.4317269,0.03818482,0.1520286,0.4682942,619,-0.450078
41.jpg,0.68,62,3,0.8016813697294424,44,0.4093648493289947,0.391429,0.0427643979057591,1.0,7.9,33.2,138.7,614.7,2760.5,9923.7,25789.6,36266.9,65,0.7977646,0.2425617,0.9753403,0.09183886,0.9109553,0.4317269,0.04935079,0.1874398,0.5929865,776,-0.891572
42.jpg,0.54,49,5,0.8493580799515662,23,0.3387428522109985,0.2792613,0.0221566820276497,1.0,8.0,36.7,145.8,628.5,2684.5,9602.3,25411.7,36564.5,35,0.8839132,0.2069485,0.9614513,0.152182,0.9291695,0.4027778,0.02641475,0.1643226,0.5849119,795,-0.12503
43.jpg,0.9,80,6,0.8015621471441201,51,0.4642364978790283,0.40006304,0.033813829787234,1.0,8.0,49.9,280.1,1475.0,6119.1,18060.9,39784.3,52934.6,65,0.81276244,0.2528888,0.9674126,0.1036401,0.9026384,0.4090909,0.03411702,0.2164805,1.0,1926,-0.735503
44.jpg,0.05,8,2,0.895087262402671,2,0.0934670940041542,0.14175485,0.006919540229885,1.0,5.6,15.1,46.8,141.7,471.4,1446.9,3961.4,6572.1,10,0.81845653,0.1267839,0.9908767,0.2816245,0.9591969,0.3534136,0.006896552,0.09844828,0.1149833,181,1.62468
45.jpg,0.45,24,5,0.8459383111941312,23,0.2763057053089142,0.3159678,0.0405644171779141,1.0,8.0,35.1,137.7,593.3,2532.9,8499.2,20088.0,27750.4,45,0.6693846,0.1753384,0.9798501,0.1493907,0.9237841,0.4691358,0.03876687,0.1740225,0.5445307,811,-1.71992
46.jpg,0.46,33,4,0.8458185402032893,12,0.342954933643341,0.31145528,0.0337046979865771,1.0,7.7,31.2,116.1,487.6,2145.3,8856.4,27919.6,41821.8,65,0.78867507,0.2736637,0.9592893,0.1141844,0.8860237,0.4658635,0.05591946,0.2118658,0.5676017,650,-0.87228
47.jpg,0.0,4,0,0.9177975644011812,1,0.0983376950025558,0.113983445,0.00914,1.0,3.4,10.8,31.0,97.6,324.3,1066.9,2953.6,5117.4,30,0.84182304,0.0793507,0.9951392,0.3996573,0.9789165,0.3995984,0.005904,0.07312933,0.9839267,129,1.14502
48.jpg,0.01,5,0,0.8278042623885685,12,0.2262539565563202,0.39487588,0.0638639175257732,1.0,4.7,12.3,27.6,61.4,127.9,330.3,1019.8,1619.0,10,0.8259449,0.9112479,0.9436013,0.4841862,0.8940439,0.4457831,0.09549691,0.1359931,0.01282161,75,-0.523983
49.jpg,0.81,91,5,0.7952044455148707,47,0.4898218214511871,0.41562393,0.0455417661097852,1.0,8.0,36.2,165.2,793.4,3756.9,13154.6,30572.8,41415.9,65,0.849122,0.4668095,0.9516305,0.1577373,0.8898923,0.4423077,0.05308353,0.2021098,0.6946303,1055,-0.568927
50.jpg,0.1,11,1,0.803882960355271,9,0.2315255105495453,0.5004031,0.042876,1.0,6.2,17.9,40.9,90.2,259.5,944.1,3694.3,7228.9,15,0.85572684,0.3832224,0.974135,0.1912428,0.8729743,0.3915663,0.058884,0.1878267,0.04014875,98,0.445192
51.jpg,0.1,13,0,0.8589001602846306,17,0.161180093884468,0.2001333,0.0241966527196652,1.0,5.4,14.5,32.7,67.8,137.4,334.2,870.3,1309.3,10,0.8659037,0.2016082,0.9778528,0.7518838,0.9762313,0.3802521,0.02465272,0.06303766,0.00589762,87,-0.184211
52.jpg,0.04,6,1,0.7836905153768717,6,0.3146748542785644,0.47792983,0.0815116772823779,1.0,4.8,12.5,29.8,91.5,280.9,990.4,3538.8,6715.6,25,0.8168819,1.115898,0.9475471,0.3783255,0.8980842,0.4538153,0.08884077,0.191472,0.06304657,112,0.057376
53.jpg,0.12,16,2,0.8030174403901618,6,0.235091358423233,0.3506274,0.02921503131524,1.0,5.2,13.9,31.4,66.3,147.6,402.9,1181.1,1893.1,10,0.87158394,0.3124161,0.9828348,0.533561,0.9558758,0.394958,0.03452192,0.1188253,0.01084638,80,-0.436892
54.jpg,0.68,58,1,0.790954595297471,30,0.3239392340183258,0.35948712,0.0321435643564356,1.0,7.1,31.0,129.9,536.1,2169.7,7240.8,17221.3,25021.8,20,0.8756208,0.2500645,0.9824154,0.3043433,0.9462166,0.3835341,0.03567822,0.1663548,0.5230088,691,-1.30537
55.jpg,0.03,1,1,0.9040419564686552,2,0.1251296401023864,0.10240267,0.0065597484276729,1.0,3.4,13.9,42.6,151.8,583.5,2245.7,6749.6,10615.8,15,0.8734646,0.05058675,0.971495,0.3529195,0.9779729,0.4638554,0.00735849,0.1082767,0.6303523,195,2.75458
56.jpg,0.1,14,1,0.8966901450724251,1,0.155484601855278,0.15038912,0.0082939481268011,1.0,4.8,15.0,32.5,83.5,285.4,1015.5,3268.2,5483.6,15,0.8662065,0.138578,0.975887,0.5511429,0.9410492,0.433735,0.009665706,0.1341537,0.1007511,110,-0.642217
57.jpg,0.26,38,2,0.8838775870769219,1,0.3302367031574249,0.16395473,0.0128531073446327,1.0,7.7,15.0,47.2,136.0,412.5,1275.4,3688.7,5966.9,15,0.8149905,0.116187,0.9752017,0.3036281,0.9527477,0.3795181,0.01701695,0.1063126,0.07615403,174,-1.09631
58.jpg,0.88,98,0,0.7878218085930836,42,0.3739196062088012,0.38613328,0.0331231527093596,1.0,8.0,36.4,166.6,807.1,3344.6,9999.1,21171.2,28077.8,30,0.84885967,0.2438074,0.9808872,0.3092407,0.9471685,0.3534136,0.03504433,0.1386946,0.5926219,1033,-0.0755592
59.jpg,0.44,29,2,0.8420197480582291,16,0.2570593357086181,0.29091227,0.0150670103092783,1.0,7.5,31.6,123.2,470.9,1611.7,4779.3,11711.1,17922.3,15,0.81404036,0.196739,0.9859526,0.2092181,0.9572415,0.3473895,0.01948454,0.1301289,0.523234,630,-0.0633196
60.jpg,0.29,14,0,0.8839855075577027,9,0.141312763094902,0.16490176,0.011548,1.0,7.8,26.1,84.5,306.4,1155.1,3709.0,8891.8,12737.3,30,0.8802007,0.1749379,0.9882714,0.3218196,0.9481713,0.3975904,0.012024,0.1242987,0.2385469,405,-0.0235786
61.jpg,0.54,26,2,0.8760710281518508,5,0.2758426964282989,0.22008187,0.0192983870967741,1.0,7.3,26.7,97.1,389.4,1644.0,5983.1,16311.6,24979.8,35,0.83925563,0.1490869,0.9822387,0.1648996,0.9429225,0.3795181,0.02216532,0.1401895,0.6256102,502,-0.0743729
62.jpg,0.26,22,4,0.8873519447869714,11,0.2111230939626693,0.16036598,0.010174193548387,1.0,7.8,26.9,75.1,265.8,959.3,2858.9,6827.3,10143.5,20,0.8407784,0.0920712,0.9870085,0.4129432,0.9608819,0.3915663,0.01172903,0.1157204,0.2024158,350,0.201707
63.jpg,0.53,45,1,0.8438902673287632,20,0.2864842116832733,0.26621804,0.0246666666666666,1.0,7.7,32.6,120.7,465.6,1674.8,4883.9,10859.3,14888.8,30,0.85671663,0.2007625,0.982722,0.3105666,0.9413422,0.439759,0.02995333,0.1380022,0.331843,621,-0.975422
64.jpg,0.26,31,1,0.7986321180687317,14,0.3033090531826019,0.35971606,0.0220835266821345,1.0,5.0,17.1,44.5,119.4,392.5,1314.1,3879.8,6596.1,35,0.87758905,0.4442605,0.9684286,0.2578062,0.897849,0.4216867,0.02406497,0.1495886,0.1413699,159,-0.451796
65.jpg,0.49,37,0,0.790737195078231,17,0.2614197134971618,0.38764435,0.0268776119402985,1.0,7.6,33.4,120.9,432.7,1523.5,4849.0,12218.3,18106.2,25,0.8609968,0.1894551,0.985074,0.2772248,0.9625649,0.3855422,0.02883582,0.1280398,0.6372039,572,0.113219
66.jpg,0.7,62,1,0.7802622719099662,38,0.3124844133853912,0.37179738,0.026945205479452,1.0,7.4,32.4,131.1,519.6,1974.9,6126.3,14224.1,20975.0,45,0.8674198,0.2326636,0.9796653,0.3793283,0.9583388,0.3935743,0.03121461,0.1430746,0.4346826,696,-1.1537
67.jpg,0.6,78,5,0.8678103281368288,19,0.2892297804355621,0.19881073,0.0188243243243243,1.0,7.3,31.3,114.7,470.8,1807.5,5414.2,11609.6,16038.8,40,0.8406291,0.1930609,0.9552828,0.5215635,0.9560077,0.4257028,0.02141892,0.138042,0.3123508,639,-1.88634
68.jpg,0.48,51,2,0.8926997069265732,14,0.3338868618011474,0.16574211,0.0114158215010141,1.0,7.9,30.0,98.6,383.6,1491.7,4858.4,12626.6,19716.4,25,0.8308206,0.1179072,0.9621595,0.3355305,0.9492606,0.3857143,0.01228398,0.1260135,0.1786293,519,-0.470571
69.jpg,0.62,50,0,0.8411423123529619,30,0.3640452921390533,0.29458565,0.020844,1.0,7.9,33.0,135.6,575.0,2231.5,6997.4,16472.9,23295.0,10,0.8466265,0.1407856,0.990724,0.2359416,0.9617864,0.3333333,0.025016,0.1267147,0.3213318,738,-0.819039
70.jpg,0.54,35,0,0.8687636629492594,7,0.2693307399749756,0.20911166,0.02118,1.0,7.2,26.1,91.1,357.3,1432.7,5068.5,12813.3,18186.6,45,0.85005474,0.1868297,0.9801517,0.2004225,0.9408293,0.4076305,0.020568,0.13676,0.2136295,460,-0.284191
71.jpg,0.19,19,0,0.8792590571509104,5,0.2358522564172744,0.15767434,0.0121670886075949,1.0,4.1,18.8,74.6,288.6,1098.0,3572.9,8691.1,12695.9,40,0.85379654,0.05459898,0.991721,0.6044192,0.9817495,0.3353414,0.01485063,0.08868692,0.6021672,376,0.836695
72.jpg,0.18,21,0,0.854198285502417,8,0.1996577084064483,0.2219185,0.0171118644067796,1.0,4.4,18.2,63.5,235.3,828.2,2795.0,7658.8,11943.2,40,0.8598616,0.1358775,0.9897378,0.2974475,0.9662349,0.4236948,0.01705763,0.1212542,0.6184736,304,-0.0551782
73.jpg,0.11,14,1,0.8964297934740032,5,0.1541469842195511,0.16359428,0.0091552162849872,1.0,5.0,18.0,61.8,198.6,663.9,2165.7,6107.4,9954.9,15,0.7957577,0.09292347,0.994129,0.2405794,0.9640965,0.3915663,0.009155217,0.1098372,0.5939724,260,0.268465
74.jpg,0.2,27,2,0.8818193057434204,1,0.1922323554754257,0.13380101,0.0078530351437699,1.0,6.1,25.5,102.1,386.8,1306.4,3582.2,7482.9,9911.1,10,0.880014,0.04216667,0.9825826,0.623465,0.9872483,0.3895582,0.0129968,0.05350586,0.6594817,537,1.24198
75.jpg,0.27,12,4,0.8814064211024846,3,0.1695701777935028,0.19861822,0.0103025641025641,1.0,6.7,26.8,94.2,318.3,990.8,2827.2,7204.0,11717.4,10,0.8558997,0.1199126,0.9924505,0.4874558,0.9781705,0.3574297,0.01215897,0.1128633,0.4365906,437,-0.697988
76.jpg,0.27,16,2,0.8769103747403656,4,0.1628871411085128,0.17584635,0.0105558441558441,1.0,6.8,27.5,80.2,245.4,772.3,2272.7,5450.7,7961.0,35,0.8786282,0.110875,0.9918429,0.4753856,0.9733684,0.3232932,0.01255065,0.07547186,0.3842593,329,0.536276
77.jpg,0.14,15,2,0.875846132689771,11,0.1456531882286071,0.18484898,0.0154142857142857,1.0,3.7,14.8,53.7,195.1,798.9,3054.7,8683.0,13482.9,35,0.8941734,0.08954654,0.987021,0.5309211,0.9692538,0.4036145,0.01497143,0.1239381,0.5505131,252,1.46138
78.jpg,0.08,19,1,0.897965663637204,1,0.1561382561922073,0.16399738,0.0097226277372262,1.0,6.2,18.0,44.3,113.7,351.7,1101.4,3159.8,5269.8,15,0.83032167,0.1717512,0.9914615,0.249386,0.9599585,0.3795181,0.007746959,0.1025401,0.1427096,143,0.063033
79.jpg,0.14,16,0,0.8711400639070455,6,0.1580010801553726,0.18771163,0.0154963680387409,1.0,4.0,12.4,45.3,145.7,581.0,2306.5,7100.2,11699.2,15,0.882801,0.1640922,0.9749513,0.4108861,0.9363916,0.4417671,0.0147845,0.1432139,0.4662853,200,0.823812
80.jpg,0.62,46,1,0.8759226093193943,8,0.3251118659973144,0.20896587,0.0116788732394366,1.0,7.2,30.2,116.3,459.4,1737.2,5416.5,13365.6,19474.3,30,0.7183496,0.1034125,0.9873075,0.2881947,0.9674738,0.3693182,0.01899718,0.1137709,0.6403621,615,0.181229
81.jpg,0.3,13,3,0.8470733703442667,6,0.181313619017601,0.23790026,0.0171743119266055,1.0,4.8,21.2,78.4,330.4,1284.4,3877.0,9752.1,16225.9,15,0.84960353,0.1434233,0.9832764,0.532096,0.9615372,0.3995984,0.01849541,0.1556432,0.5351872,433,-0.601694
82.jpg,0.41,28,1,0.8815703263511653,14,0.2544017434120178,0.22714499,0.0192844444444444,1.0,5.3,24.3,103.0,434.9,1769.9,5435.8,12690.7,19882.3,25,0.8720937,0.1651269,0.9709948,0.518396,0.9497615,0.4036145,0.02217778,0.1499733,0.427241,564,-1.39785
83.jpg,0.27,27,2,0.8987153981205079,7,0.1892884373664856,0.135603,0.0086546546546546,1.0,5.4,20.2,68.3,225.8,780.2,2566.8,7656.9,13185.4,20,0.7657209,0.08383735,0.9694028,0.3672499,0.9697067,0.3995984,0.01529129,0.1114695,0.2813168,308,0.246484
84.jpg,0.43,25,2,0.8320453039404697,16,0.2180442214012146,0.24649234,0.0172528735632183,1.0,8.0,44.6,210.6,854.5,2649.5,6299.4,12112.3,16381.8,35,0.8917177,0.1678732,0.9800971,0.4862356,0.9701379,0.3574297,0.01846552,0.1072739,0.6416637,1245,-0.091105
85.jpg,0.53,35,2,0.8167259471718777,22,0.3207131624221802,0.3362519,0.0254103343465045,1.0,7.3,37.1,154.3,607.4,2379.0,7083.5,14673.4,19565.6,45,0.8770591,0.5294147,0.9311226,0.2271695,0.8757848,0.4558233,0.03828571,0.1761803,0.4032798,824,-0.226967
86.jpg,0.5,33,4,0.8772502857204162,10,0.2881664037704468,0.22805957,0.0070758620689655,1.0,8.0,34.4,127.6,547.7,2450.5,9695.6,28882.4,40908.5,30,0.8087597,0.312235,0.9518844,0.1110694,0.8672218,0.4518072,0.02175172,0.1916337,0.3699622,734,-0.497929
87.jpg,0.38,15,1,0.867636302531133,2,0.1435046046972274,0.192934,0.0127043010752688,1.0,6.8,31.2,129.9,497.1,1606.4,4703.8,12232.6,19508.9,65,0.83966684,0.1601348,0.9818587,0.2355158,0.9547028,0.3594378,0.01282258,0.1291953,1.0,701,-0.243673
88.jpg,0.22,32,3,0.8569337458446155,10,0.2595724463462829,0.24532133,0.0138153846153846,1.0,4.4,17.7,69.3,252.3,887.3,2929.3,8335.0,14580.2,75,0.82787484,0.5731668,0.8740395,0.2503281,0.8137966,0.4639175,0.03166667,0.2156615,0.4698991,361,-2.62619
89.jpg,1.0,118,4,0.7893907133049692,78,0.5177012085914612,0.49028662,0.0637959183673469,1.0,7.4,34.2,142.3,660.4,3129.5,12052.7,32023.6,45066.1,35,0.75943655,0.2707183,0.9665302,0.1008201,0.9051377,0.3972603,0.05918821,0.1942993,0.4083797,819,-1.40842
