image_id,complexity,# of SAM segmentations,# of FC-CLIP classes,symmetry,clutter,IC9600,MSG,edge density,MUC1,MUC2,MUC3,MUC4,MUC5,MUC6,MUC7,MUC8,gemini surprise score,AMNet memorability,M1,M2,M3,M4,M5,M6,M7,M9,M10,M11
imm(21).bmp,0.4771162365,52,9,0.8818323246182791,27,0.399903655052185,0.22985065,0.0589615462662337,7.7,27.3,104.1,451.4,2082.8,9107.5,31188.9,68801.6,15,0.5511175,0.2062058,0.9781467,0.174703,0.9137256,0.445098,0.0817294,0.2252249,0.4403601,581,0.393487
imm(22).bmp,0.5553861077,118,7,0.8809053160595642,26,0.4334035813808441,0.22648808,0.0331600040584415,7.3,24.1,83.8,326.3,1404.5,6124.5,22543.3,57326.7,15,0.60458124,0.1701733,0.9736747,0.1478257,0.9324465,0.4372549,0.03733259,0.1988163,0.3742892,406,-0.556372
imm(23).bmp,0.785780302,129,29,0.8022346727784783,39,0.6415311694145203,0.45503965,0.1098385821984435,8.0,52.1,304.4,1608.4,6307.7,18883.5,44470.0,81308.6,25,0.79988456,0.6493253,0.9358292,0.07730495,0.8516259,0.4607843,0.1028317,0.3284864,0.3605653,2213,-1.13183
imm(24).bmp,0.4628441054,105,6,0.8749926309934551,17,0.4739740490913391,0.24937767,0.0279880275974026,7.4,26.4,89.3,353.8,1479.6,6293.3,24053.9,67722.1,25,0.5344994,0.1725734,0.9671513,0.1251684,0.9198216,0.4392157,0.0314377,0.2511795,0.4152387,446,-1.55454
imm(25).bmp,0.6564366669999999,199,5,0.8643488468275384,2,0.5520440936088562,0.291656,0.0419857627467105,7.9,22.5,69.8,251.1,1127.7,4926.8,18580.5,58751.2,35,0.6382225,0.2225662,0.9468402,0.1378539,0.9211528,0.4529412,0.0534925,0.2807653,0.1138507,348,0.310695
imm(26).bmp,0.7621306543,215,27,0.7981893556818612,90,0.7678884267807007,0.41814244,0.087511564555921,8.0,54.6,327.1,1898.8,9533.7,35451.5,88629.3,146997.3,78,0.73424464,0.2552977,0.9740223,0.1034327,0.9074214,0.4156863,0.06539971,0.3212934,0.650713,2229,-1.56807
imm(27).bmp,0.410619919,144,2,0.8511345287064375,16,0.52696293592453,0.362749,0.0848067434210526,7.6,23.1,77.0,299.8,1379.1,6485.9,27323.6,80679.8,78,0.7571224,0.333577,0.9001734,0.1820606,0.8930383,0.4627451,0.1228734,0.2960897,0.2395943,402,0.547332
imm(28).bmp,0.3839648272,135,2,0.8468107731699569,8,0.4997967779636383,0.33362794,0.0455729166666666,7.9,35.1,157.6,715.5,3158.7,12160.2,41654.6,115634.1,25,0.78188837,0.2522233,0.9613154,0.1012392,0.8935589,0.4313726,0.05724027,0.3262961,0.326006,901,-1.51754
imm(29).bmp,0.3699653739,36,6,0.873811899616645,13,0.4190947413444519,0.2540607,0.0776410019188596,7.9,27.0,100.5,398.0,1645.6,6293.8,20341.0,55726.1,35,0.76525396,0.1759378,0.9800646,0.329226,0.9508641,0.4372549,0.02518075,0.273838,0.3469324,521,-0.297814
imm(30).bmp,0.5467101917,105,7,0.8245569898275575,36,0.4787413775920868,0.38764828,0.1065952234100877,7.9,29.8,118.1,490.4,2240.7,9108.4,30829.1,85109.6,35,0.76906794,0.4356546,0.9313142,0.1206575,0.866648,0.4736264,0.09587874,0.3216681,0.5984359,652,-0.559659
imm(31).bmp,0.7068991747,269,30,0.7745462251254822,8,0.6586750745773315,0.5226046,0.1258646844660194,7.6,30.2,125.6,530.8,2243.1,9207.9,30829.6,68193.5,15,0.61829406,0.6912048,0.9232657,0.07868112,0.844558,0.4568627,0.1058783,0.3552893,0.5015697,739,-0.520753
imm(32).bmp,0.2214087823,48,3,0.907926967326574,19,0.307451456785202,0.13510261,0.0240323023426061,4.9,21.9,86.4,342.7,1413.9,5498.3,18059.4,43357.3,35,0.80829704,0.09818259,0.9856654,0.2415452,0.9608495,0.407353,0.01543055,0.2108479,0.5760651,406,-0.293959
imm(33).bmp,0.1231744405,34,5,0.904962776678893,17,0.3338581621646881,0.16011707,0.0087190016471449,4.0,17.7,90.3,440.8,2085.7,8610.9,27172.6,60206.6,35,0.8916091,0.09507022,0.9808757,0.1530263,0.954924,0.4,0.01211624,0.2261688,0.6589378,492,0.644767
imm(34).bmp,0.0707293147299999,2,2,0.918378569225654,12,0.1434435546398162,0.10604945,0.0328119887107329,4.0,14.3,41.4,136.9,463.5,1659.2,5875.9,17694.1,25,0.80252767,0.07325371,0.9893776,0.3636553,0.97101,0.4235294,0.02265778,0.1418376,0.3017507,158,0.013075
imm(35).bmp,0.2190867489,23,5,0.9126371111663624,10,0.2966973185539245,0.14000224,0.0112779405381944,7.3,20.1,65.6,212.7,803.5,3063.5,9638.8,20927.2,25,0.7250595,0.1130333,0.9842821,0.460624,0.9637224,0.4078431,0.02351888,0.198987,0.4221937,270,-0.376416
imm(36).bmp,0.3851056727,91,5,0.8329327659239582,42,0.4281533360481262,0.3378385,0.0499033446193265,7.6,30.1,106.5,394.6,1471.3,5006.0,15087.0,37707.7,15,0.7632859,0.2187655,0.9821233,0.1080265,0.9236505,0.4102941,0.03944569,0.2687325,0.2723912,493,-1.29703
imm(37).bmp,0.2452024639,63,5,0.8752848541123877,24,0.389624685049057,0.2172263,0.0510529145314787,6.0,26.9,119.5,561.7,2608.5,10525.2,31966.5,64255.2,35,0.76834905,0.1124485,0.9818714,0.1992101,0.9474862,0.425,0.05078125,0.2551731,0.83385,673,-0.611519
imm(38).bmp,0.6606940901999999,138,28,0.8946271844095123,26,0.5564395785331726,0.20377043,0.0221640338827838,6.7,23.3,93.7,377.5,1474.4,5298.7,17414.1,48565.2,15,0.6785425,0.1294218,0.9755153,0.1383651,0.947557,0.427451,0.02791967,0.1840993,0.2136566,509,-0.615715
imm(39).bmp,0.23761713,39,5,0.8784275665179031,23,0.3631161749362945,0.19529305,0.0704926564787701,7.9,29.0,107.6,452.4,1881.9,7134.6,21689.5,50863.5,75,0.9218484,0.09678851,0.9865714,0.3171083,0.9617373,0.3686275,0.01544484,0.201006,0.5254577,552,-0.851585
imm(40).bmp,0.7201100295,378,12,0.8120889822545151,46,0.6903784871101379,0.43316746,0.0908446193265007,8.0,32.2,132.4,593.0,2658.3,11252.5,39863.0,98065.7,78,0.68653554,0.4392584,0.9330973,0.09592542,0.8781877,0.454902,0.103264,0.3237717,0.4276112,797,-0.366017
imm(41).bmp,0.3417363678,143,3,0.8241334240844204,14,0.46397465467453,0.43963885,0.0805842789165446,5.7,21.4,89.0,369.4,1677.4,7855.7,31430.6,89870.5,25,0.772879,0.6396857,0.6798384,0.1245211,0.7645184,0.4803922,0.2043861,0.4315291,0.2536494,511,1.21415
imm(42).bmp,0.6983354082,177,17,0.7605704684266946,49,0.6712303757667542,0.5703213,0.1375651994875549,8.0,41.5,194.9,931.6,4162.0,15389.3,43919.6,94124.1,25,0.6569883,0.740054,0.9026747,0.08368977,0.8427154,0.4568627,0.1230497,0.3643536,0.2365579,1334,-0.79944
imm(43).bmp,0.606406338,255,12,0.8059635140501822,51,0.7050842642784119,0.45680773,0.1591237386067708,8.0,39.7,195.2,922.9,4061.6,15388.0,45612.2,98910.3,25,0.74425304,0.4574845,0.9302039,0.09720229,0.8455411,0.4490196,0.104688,0.359631,0.3013288,1194,-1.36125
imm(44).bmp,0.7761827864999999,265,30,0.8554152395778581,39,0.6292033791542053,0.28567952,0.0863972082249674,6.4,23.6,87.9,369.5,1641.6,7202.4,25345.5,62216.6,35,0.63189363,0.1538798,0.97693,0.1701049,0.9379725,0.4176471,0.04262587,0.2323948,0.2894554,469,-0.474259
imm(45).bmp,0.1311347031,17,4,0.8976861037960151,12,0.2033253163099289,0.16760343,0.0207432682806324,6.7,19.1,51.6,153.4,510.4,1659.6,4735.5,10618.4,35,0.82800984,0.1327785,0.9596866,0.3241493,0.9748783,0.4021164,0.0233217,0.1132418,0.08277563,191,0.26758
imm(46).bmp,0.1339009427,81,1,0.8912575964467472,15,0.2999985814094543,0.13897519,0.0193425146412884,3.0,8.8,22.1,73.0,296.1,1255.2,4985.8,16478.3,12,0.75437796,0.06487983,0.9871802,0.1943887,0.9707621,0.3529412,0.02221072,0.1811621,0.7603958,88,-0.629875
imm(47).bmp,0.2433077327,43,3,0.8981821447527558,27,0.377021312713623,0.17953217,0.0179002637987013,7.8,23.0,74.6,271.9,1106.9,4919.7,19644.4,53404.6,25,0.8864278,0.08144709,0.9850402,0.2005531,0.9605813,0.3784314,0.03547585,0.164465,0.2750034,321,-0.332663
imm(48).bmp,0.464841295,37,6,0.9108078895972738,15,0.286464661359787,0.14814667,0.0129340913250366,7.5,26.9,97.8,385.7,1609.3,6677.8,21724.0,49977.8,15,0.69939,0.1003139,0.96897,0.2805578,0.9563795,0.4431373,0.02714358,0.2182763,0.5063112,510,-0.137594
imm(49).bmp,0.3052582979,19,3,0.8907883965136639,17,0.3106119632720947,0.16903661,0.0430547540838068,7.1,27.0,89.5,327.4,1338.3,5573.4,19875.7,51537.3,15,0.86946887,0.118121,0.9842648,0.2207806,0.9502256,0.4137255,0.03452093,0.2221791,0.3872176,391,-0.575097
